animal_id,lat,long,timestamp
14118,2.581,15.745,2003-01-18 00:00:00.000
14118,2.575,15.737,2003-01-18 00:00:00.000
14118,2.667,15.711,2003-01-19 00:00:00.000
14118,2.686,15.765,2003-01-19 00:00:00.000
14118,2.698,15.724,2003-01-20 00:00:00.000
14118,2.717,15.67,2003-01-21 00:00:00.000
14118,2.706,15.686,2003-01-21 00:00:00.000
14118,2.708,15.69,2003-01-21 00:00:00.000
14118,2.698,15.684,2003-01-22 00:00:00.000
14118,2.698,15.684,2003-01-22 00:00:00.000
14118,2.698,15.675,2003-01-22 00:00:00.000
14118,2.698,15.675,2003-01-22 00:00:00.000
14118,2.72,15.685,2003-01-22 00:00:00.000
14118,2.72,15.685,2003-01-22 00:00:00.000
14118,2.804,15.658,2003-01-23 00:00:00.000
14118,2.805,15.639,2003-01-25 00:00:00.000
14118,2.806,15.629,2003-01-26 00:00:00.000
14118,2.81,15.626,2003-01-26 00:00:00.000
14118,2.809,15.61,2003-01-27 00:00:00.000
14118,2.796,15.666,2003-01-27 00:00:00.000
14118,2.8,15.609,2003-01-27 00:00:00.000
14118,2.845,15.54,2003-01-28 00:00:00.000
14118,2.822,15.659,2003-01-28 00:00:00.000
14118,2.813,15.625,2003-01-29 00:00:00.000
14118,2.809,15.621,2003-01-30 00:00:00.000
14118,2.832,15.641,2003-01-30 00:00:00.000
14118,2.946,15.558,2003-01-31 00:00:00.000
14118,2.959,15.582,2003-01-31 00:00:00.000
14118,2.98,15.544,2003-01-31 00:00:00.000
14118,3.027,15.509,2003-02-01 00:00:00.000
14118,2.989,15.519,2003-02-01 00:00:00.000
14118,2.993,15.486,2003-02-03 00:00:00.000
14118,2.981,15.44,2003-02-03 00:00:00.000
14118,2.991,15.449,2003-02-04 00:00:00.000
14118,2.989,15.46,2003-02-04 00:00:00.000
14118,2.987,15.519,2003-02-04 00:00:00.000
14118,2.962,15.531,2003-02-05 00:00:00.000
14118,2.979,15.434,2003-02-05 00:00:00.000
14118,2.977,15.43,2003-02-06 00:00:00.000
14118,2.988,15.453,2003-02-07 00:00:00.000
14118,2.978,15.447,2003-02-08 00:00:00.000
14118,2.98,15.447,2003-02-08 00:00:00.000
